관리번호,사업장명,인허가일자,소재지도로명주소,소재지지번주소,소재지우편번호,위도,경도,통합영업상태명,영업상태명,소재지시설전화번호,소재지면적정보,X좌표값,Y좌표값,영업장주변구분명,급수시설구분명,다중이용업소여부,시설총규모정보,카테고리
5560000-101-2014-00389,LA북창동순두부안산원시점,20141217,"경기도 안산시 단원구 연수원로 10 (원시동, 안산드림타운 203.204호)",경기도 안산시 단원구 원시동 774 안산드림타운 203.204호,15433.0,37.3147272168,126.798002663,영업/정상,영업,031-494-2330,154.00,182038.464902063,423659.226377104,,,Y,154.0,한식
5610000-101-2014-00315,MH백년갈비 광교법조타운점,20141212,"경기도 수원시 영통구 법조로149번길 277, 1층 (하동)",경기도 수원시 영통구 하동 964-3 1층,16512.0,37.2932254388,127.0706587611,영업/정상,영업,031-213-0076,125.94,206195.836266201,421254.264861488,,상수도전용,N,125.94,한식
3760000-101-2023-00270,MISO COOK(미소쿡),20230726,"경기도 수원시 권선구 금호로 133, 2층 (구운동)",경기도 수원시 권선구 구운동 620,16404.0,37.2739084092,126.9644483098,영업/정상,영업,,226.58,196774.97631074,419121.76771868,,상수도전용,Y,226.58,한식
3750000-101-2017-00026,"MR.바비족발,보쌈(북문점)",20170228,"경기도 수원시 장안구 영화로26번길 21, 102호 (영화동)",경기도 수원시 장안구 영화동 356-1 102호,16271.0,37.2901348911,127.0105889724,영업/정상,영업,031-252-8446,49.10,200867.310830684,420908.286805817,,,N,49.1,한식
3760000-101-2021-00350,Mr.바비족발,20211216,"경기도 수원시 권선구 구운로73번길 18-1, 1층 (구운동)",경기도 수원시 권선구 구운동 939-2,16406.0,37.2802318011,126.9714988673,영업/정상,영업,,39.56,197400.163244877,419809.814080612,,상수도전용,N,39.56,한식
3750000-101-2021-00144,PUSAN 꼼장어,20210910,"경기도 수원시 장안구 덕영대로425번길 12, 1층 (율전동)",경기도 수원시 장안구 율전동 207-17,16357.0,37.3015688926,126.9697586121,영업/정상,영업,,24.50,197247.866772313,422175.51813623,,상수도전용,N,24.5,한식
3760000-101-2020-00047,SK식당,20200221,"경기도 수원시 권선구 평동로79번길 45, 수원 SK V1 motors 1층 127호 (평동)",경기도 수원시 권선구 평동 179 수원 SK V1 motors,16600.0,37.2598990401,126.9927070619,영업/정상,영업,031-298-7667,176.22,199286.684574214,417546.171737448,,상수도전용,N,176.22,한식
5610000-101-1998-00381,The Local Pub,19980727,"경기도 수원시 영통구 청명남로34번길 8 (영통동,동양프라자 302호)",경기도 수원시 영통구 영통동 1010-2 동양프라자 302호,16705.0,37.2523571814,127.0759312692,영업/정상,영업,070-4113-0332,61.86,206664.780149925,416716.66530618,,상수도전용,N,61.86,한식
5610000-101-2025-00117,Y(와이),20250411,"경기도 수원시 영통구 매영로39번길 20, 1층 101-5호 (매탄동)",경기도 수원시 영통구 매탄동 199-6,16524.0,37.2700735644,127.0477700117,영업/정상,영업,,5.54,204166.341075827,418683.24111113,,,N,5.54,한식
3760000-101-2026-00002,YH푸드,20260108,"경기도 수원시 권선구 세권로138번길 28, NS빌딩 1층 106호 일부호 (세류동)",경기도 수원시 권선구 세류동 1084-9 NS빌딩,16579.0,37.2557706098,127.018603608,영업/정상,영업,,,201575.878576416,417095.190966633,,,N,0.0,한식
3770000-101-2013-00144,가람,20130703,경기도 수원시 팔달구 매산로20번길 21 (매산로2가),경기도 수원시 팔달구 매산로2가 97-21,16461.0,37.2665154848,127.0033883886,영업/정상,영업,,17.50,200228.700020695,418283.578211773,,,N,17.5,한식
3760000-101-2016-00136,가람푸드,20160623,"경기도 수원시 권선구 수인로 43-23, 1층 (서둔동)",경기도 수원시 권선구 서둔동 9-36 1층,16617.0,37.269593035,126.9936458456,영업/정상,영업,,60.00,199354.650009134,418631.497056659,기타,상수도전용,N,60.0,한식
3750000-101-1989-00048,가림생삼겹살,19890911,경기도 수원시 장안구 정조로 931 (영화동),경기도 수원시 장안구 영화동 311-6,16270.0,37.2904488054,127.012392047,영업/정상,영업,,31.76,201041.068055876,420949.662654611,기타,상수도전용,N,31.76,한식
3760000-101-2023-00008,가마솥 순대국,20230109,"경기도 수원시 권선구 정조로495번길 7-5, 101호 (세류동)",경기도 수원시 권선구 세류동 565-14,16655.0,37.2532152058,127.0109181059,영업/정상,영업,,54.75,200896.989270605,416809.554213158,,,N,54.75,한식
3770000-101-2006-00169,가마솥돼지국밥,20060720,"경기도 수원시 팔달구 매산로 2-10 (매산로1가,(1층))",경기도 수원시 팔달구 매산로1가 57-3 (1층),16461.0,37.2660697418,127.0024213835,영업/정상,영업,031-245-6888,40.26,200143.531953133,418243.850692453,,상수도전용,N,40.26,한식
3770000-101-1992-60069,가마솥소머리국밥,19920331,경기도 수원시 팔달구 향교로 81 (매산로3가),경기도 수원시 팔달구 매산로3가 16-6,16457.0,37.2707413473,127.0094738424,영업/정상,영업,031-251-5953,114.10,200770.100414513,418752.419200845,기타,상수도전용,N,114.1,한식
3760000-101-2005-00164,가마솥소머리설렁탕,20050726,경기도 수원시 권선구 상탑로 105 (서둔동),경기도 수원시 권선구 서둔동 200-58,16616.0,37.2710960353,126.9826838462,영업/정상,영업,031-291-5515,23.84,198391.727124292,418792.856577855,기타,상수도전용,N,23.84,한식
3760000-101-1998-00275,가마솥족발,19980603,경기도 수원시 권선구 장다리로 98-1 (권선동),경기도 수원시 권선구 권선동 987,16565.0,37.2589023353,127.0217864094,영업/정상,영업,031-236-5690,31.20,201862.546651381,417439.51627243,주택가주변,상수도전용,N,31.2,한식
3750000-101-2000-00260,가마솥토종순대국,20001013,경기도 수원시 장안구 장안로 98-1 (정자동),경기도 수원시 장안구 정자동 48-27,16313.0,37.2929281306,127.0016917138,영업/정상,영업,031-244-9921,30.15,200081.421167416,421216.793566049,기타,상수도전용,N,30.15,한식
5610000-101-2023-00413,가마치통닭 영흥숲공원점,20231109,"경기도 수원시 영통구 영흥숲길 50, 근린생활시설1동 1층 107호 (원천동, 영흥숲푸르지오파크비엔)",경기도 수원시 영통구 원천동 628 영흥숲푸르지오파크비엔,16523.0,37.2639171972,127.0671034598,영업/정상,영업,,36.10,,,,,N,36.1,한식
3760000-101-1997-00061,가보삼계탕해장국,19970121,경기도 수원시 권선구 세지로 6 (세류동),경기도 수원시 권선구 세류동 1112-1,16589.0,37.2528346997,127.0148334466,영업/정상,영업,031-222-8832,129.56,201244.975914444,416768.070246253,주택가주변,상수도전용,N,129.56,한식
3770000-101-1992-00004,가보정 1관,19920627,경기도 수원시 팔달구 장다리로 282 (인계동),경기도 수원시 팔달구 인계동 958-1 지하1층~지상4층,16481.0,37.2742267822,127.0287166267,영업/정상,영업,1600-3883,"1,514.52",202475.72676266,419138.180931835,기타,상수도전용,Y,1514.52,한식
3770000-101-2006-00286,가보정 2관,20061211,경기도 수원시 팔달구 장다리로 281 (인계동),경기도 수원시 팔달구 인계동 956-14,16482.0,37.2744949468,127.0281509775,영업/정상,영업,1600-3883,877.26,202417.938488145,419166.220104359,,,Y,877.26,한식
3770000-101-2013-00265,가보정 3관,20131128,"경기도 수원시 팔달구 장다리로 283, 1,4층 (인계동)",경기도 수원시 팔달구 인계동 955-2,16482.0,37.2748392202,127.0285887332,영업/정상,영업,031-238-9998,"1,021.08",202477.72441503,419199.440759905,,상수도전용,Y,1021.08,한식
3760000-101-2024-00195,가보칼국수,20240621,"경기도 수원시 권선구 금곡로197번길 18-39, 1층 105호 (금곡동)",경기도 수원시 권선구 금곡동 1109-1,16391.0,37.2753462248,126.9536209438,영업/정상,영업,,55.86,195818.046423093,419267.047591023,,,N,55.86,한식
3770000-101-2004-00072,가빈아구찜,20040303,경기도 수원시 팔달구 경수대로480번길 11-1 (인계동),경기도 수원시 팔달구 인계동 950-14,16487.0,37.2688975683,127.0282197439,영업/정상,영업,031-236-7869,167.15,202432.403217131,418552.854878435,,,N,167.15,한식
3760000-101-2005-00121,가야,20050601,경기도 수원시 권선구 세권로304번길 21-12 (권선동),경기도 수원시 권선구 권선동 1292-4,16553.0,37.2510217802,127.0370701655,영업/정상,영업,031-235-0799,93.08,203218.11565482,416565.196954723,기타,상수도전용,N,93.08,한식
3770000-101-1999-00089,가연,19991019,"경기도 수원시 팔달구 중부대로223번길 4, 206.207호 (우만동, 블루하우스)","경기도 수원시 팔달구 우만동 92-1 블루하우스 206,207호",16498.0,37.2761498988,127.040988341,영업/정상,영업,031-217-7323,259.92,203569.314084298,419342.522988032,,,Y,259.92,한식
5610000-101-2011-00021,가원,20110218,"경기도 수원시 영통구 영통로 277-3, 2~3층 (신동)",경기도 수원시 영통구 신동 359-1,16679.0,37.2511794503,127.0594973296,영업/정상,영업,031-204-1771,541.28,205209.706053588,416587.883377098,,,Y,541.28,한식
3750000-101-2011-00039,가원이네들깨수제비,20110315,"경기도 수원시 장안구 장안로76번길 37, 비동 (정자동)",경기도 수원시 장안구 정자동 70-46 비동,16313.0,37.2921743784,127.0046526162,영업/정상,영업,031-244-1501,38.11,200336.515224489,421133.552532776,,,N,38.11,한식
3760000-101-2013-00008,가은이네집,20130108,경기도 수원시 권선구 고색로 78 (고색동),경기도 수원시 권선구 고색동 42-12,16649.0,37.2509789905,126.9852232105,영업/정상,영업,031-296-2268,39.20,198616.887557192,416561.148339751,주택가주변,상수도전용,N,39.2,한식
3770000-101-2013-00154,가인채(동수원점),20130719,"경기도 수원시 팔달구 효원로 257 (인계동, 홈플러스1층)",경기도 수원시 팔달구 인계동 1045,16490.0,37.2627666707,127.030130105,영업/정상,영업,031-224-6602,338.58,202602.629959972,417869.723857315,,,N,338.58,한식
5610000-101-2014-00265,가장맛있는족발,20141022,"경기도 수원시 영통구 센트럴파크로127번길 171, 1층 (이의동)",경기도 수원시 영통구 이의동 1317-1 1층,16506.0,37.2947297256,127.0557233501,영업/정상,영업,031-212-5849,111.85,204870.307082242,421418.47161281,,,N,111.85,한식
3750000-101-2018-00024,가장맛있는족발 수원율전점,20180306,경기도 수원시 장안구 율전로98번길 7 (율전동),경기도 수원시 장안구 율전동 297-2,16362.0,37.2981321372,126.9692073027,영업/정상,영업,031-295-5849,99.00,197200.215134153,421793.189857378,,,N,99.0,한식
3760000-101-2014-00302,가장맛있는족발곡반점,20141222,"경기도 수원시 권선구 곡선로49번길 5-6, 1층 (곡반정동)",경기도 수원시 권선구 곡반정동 557-12 1층,16670.0,37.2393471314,127.0298132681,영업/정상,영업,,94.95,202574.434579058,415269.858100146,,,N,94.95,한식
5610000-101-2009-00209,가치있는밥상,20091208,경기도 수원시 영통구 월드컵로179번길 14-2 (원천동),경기도 수원시 영통구 원천동 30-69,16502.0,37.2781949618,127.0453751658,영업/정상,영업,031-221-5581,57.87,203951.806986235,419584.212432,,,N,57.87,한식
3760000-101-2014-00167,가향,20140904,"경기도 수원시 권선구 구운로86번길 28-4, 1층 (구운동)",경기도 수원시 권선구 구운동 474 1층,16407.0,37.2804151158,126.9742048837,영업/정상,영업,,60.14,197640.819400711,419828.348130222,기타,상수도전용,N,60.14,한식
5610000-101-1985-00003,가향,19850925,경기도 수원시 영통구 중부대로 319 (원천동),경기도 수원시 영통구 원천동 90-10,16518.0,37.2736812968,127.0507036453,영업/정상,영업,031-211-6662,66.12,204425.833247408,419080.413353653,,,N,66.12,한식
3760000-101-2009-00157,각시주먹밥,20090917,경기도 수원시 권선구 덕영대로 1158 (세류동),경기도 수원시 권선구 세류동 1129,16657.0,37.2503027841,127.0172852841,영업/정상,영업,031-238-1333,31.62,201460.004540557,416483.499678489,학교정화(절대),상수도전용,N,31.62,한식
5610000-101-2002-00895,간사이등심,20021204,"경기도 수원시 영통구 매탄로100번길 25, 2층 (매탄동)",경기도 수원시 영통구 매탄동 1265-3,16545.0,37.2594704001,127.0446983167,영업/정상,영업,031-212-6405,140.61,203892.552255188,417502.06069488,,상수도전용,Y,140.61,한식
3760000-101-2000-00174,간이역,20000323,경기도 수원시 권선구 덕영대로1145번길 58 (세류동),경기도 수원시 권선구 세류동 1105-15,16589.0,37.2537031638,127.017804859,영업/정상,영업,031-221-2651,25.60,201508.744295847,416863.230075631,기타,상수도전용,N,25.6,한식
3760000-101-1994-00105,간이역,19940718,경기도 수원시 권선구 칠보로241번길 20 (호매실동),경기도 수원시 권선구 호매실동 80-15,16395.0,37.2697980482,126.9584996499,영업/정상,영업,031-297-0900,70.91,196246.669766226,418648.613136297,기타,상수도전용,N,70.91,한식
3760000-101-2019-00348,간장게장유명한집,20191211,"경기도 수원시 권선구 곡반정로19번길 72, 1층 (곡반정동)",경기도 수원시 권선구 곡반정동 594-11,16672.0,37.2343574724,127.0263156303,영업/정상,영업,031-233-5852,49.14,202264.406745499,414718.530687876,,상수도전용,N,49.14,한식
3760000-101-2023-00015,갈매울감자탕 호매실점,20230113,"경기도 수원시 권선구 금곡로196번길 76, 서울JS프라자 103, 104호 (금곡동)",경기도 수원시 권선구 금곡동 1125 서울JS프라자,16393.0,37.2735430657,126.9554950723,영업/정상,영업,,124.70,195983.436226788,419066.160944479,,,N,124.7,한식
5610000-101-2023-00433,갈비 방앗간,20231121,"경기도 수원시 영통구 매탄로100번길 13, 2층 (매탄동)",경기도 수원시 영통구 매탄동 1263-3,16545.0,37.2595849315,127.0440097099,영업/정상,영업,031-211-9268,151.20,203832.02907496,417514.520062212,,,Y,151.2,한식
3760000-101-2025-00038,갈비공식,20250225,"경기도 수원시 권선구 고산로4번길 37, 1층 (고색동)",경기도 수원시 권선구 고색동 303-1,16649.0,37.2474370642,126.9846077146,영업/정상,영업,,186.76,198564.730378706,416166.245824123,,상수도전용,N,186.76,한식
3770000-101-1995-00183,갈비굽기좋은날,19951020,경기도 수원시 팔달구 경수대로616번길 25 (우만동),경기도 수원시 팔달구 우만동 555-14,16240.0,37.2810714336,127.0317648174,영업/정상,영업,031-215-9234,62.78,202744.754104368,419903.413079246,,,N,62.78,한식
5610000-101-2004-00249,갈비꽃 망포점,20041125,"경기도 수원시 영통구 영통로200번길 89, 1층 (영통동)",경기도 수원시 영통구 영통동 1121,16693.0,37.2441475913,127.0616692429,영업/정상,영업,031-203-3050,148.60,205402.61399816,415813.936325212,,,N,148.6,한식
3760000-101-2021-00064,갈비꽃 호매실점,20210215,"경기도 수원시 권선구 금곡로197번길 78, 1층 106,107,108호 (금곡동)",경기도 수원시 권선구 금곡동 1108,16391.0,37.2756293399,126.9544197553,영업/정상,영업,,143.46,195884.942342209,419297.007330664,,상수도전용,N,143.46,한식
5610000-101-2021-00189,갈비꽃(광교호수공원점),20210607,"경기도 수원시 영통구 광교중앙로 180, 광교 효성해링턴 타워 레이크 지1동 1층 125~128호 (하동)",경기도 수원시 영통구 하동 1015 광교 효성해링턴 타워 레이크,16514.0,37.28869271,127.061174056,영업/정상,영업,,159.60,205359.28869788,420752.301957684,,상수도전용,N,159.6,한식
3760000-101-2020-00373,갈비땡기는날 수원본점,20200721,"경기도 수원시 권선구 세지로66번길 7-1, 1층 (권선동)",경기도 수원시 권선구 권선동 999-10,16564.0,37.2578852542,127.0177105398,영업/정상,영업,031-378-7338,41.81,201499.143554466,417328.445931968,,상수도전용,N,41.81,한식
